name,Num of flow,Sum Flow Duration,Max Flow Duration,Sum Tot Fwd Pkts,Max Tot Fwd Pkts,Sum Tot Bwd Pkts,Max Tot Bwd Pkts,Sum TotLen Fwd Pkts,Max TotLen Fwd Pkts,Sum TotLen Bwd Pkts,Max TotLen Bwd Pkts,Sum Fwd IAT Tot,Max Fwd IAT Tot,Sum Bwd IAT Tot,Max Bwd IAT Tot,Sum Fwd PSH Flags,Max Fwd PSH Flags,Sum Bwd PSH Flags,Max Bwd PSH Flags,Sum Fwd URG Flags,Max Fwd URG Flags,Sum Bwd URG Flags,Max Bwd URG Flags,Sum Fwd Header Len,Max Fwd Header Len,Sum Bwd Header Len,Max Bwd Header Len,Sum FIN Flag Cnt,Max FIN Flag Cnt,Sum SYN Flag Cnt,Max SYN Flag Cnt,Sum RST Flag Cnt,Max RST Flag Cnt,Sum PSH Flag Cnt,Max PSH Flag Cnt,Sum ACK Flag Cnt,Max ACK Flag Cnt,Sum URG Flag Cnt,Max URG Flag Cnt,Sum CWE Flag Count,Max CWE Flag Count,Sum ECE Flag Cnt,Max ECE Flag Cnt,Sum Init Fwd Win Byts,Max Init Fwd Win Byts,Sum Init Bwd Win Byts,Max Init Bwd Win Byts,Sum Fwd Act Data Pkts,Max Fwd Act Data Pkts,label
06916bd06712bc6652ee54782508da93_1593707152,6,3642,1498,6,1,6,1,270.0,46.0,270.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,48,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ca90ad8fefe28c724c2736984d6e95ec_1590180585,2,1844,1508,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
017662f941ebe50c7e0d3fd9a826144a_1589905104,2,2254,1644,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9a983419ddc7ab33507b41e3685f33bf_1590173095,2,2017,1704,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
888ccce705a9450caef48e6cf7901781_1590141182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
740cea9b9bdbb761c49270e72f4b77db_1589981287,6,7683,1806,6,1,6,1,270.0,46.0,270.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,48,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
f1085b90bdd41b23bb18e9a457e3a266_1593698468,2,1839,990,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ade13c6d0182c53febc9b8486296e483_1590143440,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7535ff0d990b6cfc8d20dc06f3a7201a_1593511352,2,1724,1478,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e4c17224fd574e62ad0e8ae2a8306a26_1590216459,2,1876,1716,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
c5ce05ebee11ea7c06dc3e4bdd853931_1590172542,2,2345,1955,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8ca7ec7b22b8bc8fc436672a62c1f7e9_1593691094,2,1755,1526,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
bf07a7a21d7ffa99bb8ab4035db5cdf6_1590162833,2,11074,9801,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a553e97d88f7b7934276856f1a528716_1590132757,2,1727,1443,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
91d9701615b7b179a1b7eb666a490374_1590158787,2,10959,10624,2,1,2,1,90.0,46.0,139.0,95.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
318c43200fc8c71c24ca592e2eda9c9c_1589946963,2,2633,1357,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9ab79e3cf393ae7506653cf2e485268a_1593688609,2,1488,1252,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
462f4c4aebb2a55141264a4a52d54144_1593685252,2,3258,2349,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0056d6b61f45430102109b1e241dbdc8_1589902117,2,1907,1577,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
783692b89d729bd25d268e063028a93b_1593656486,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
456c81820c4bbbd795d238c28a7b5709_1589974130,2,12730,10172,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9484c862cb0e7915fd2a1c0e36d7a917_1590163775,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a4d8e93df4f3b9aeff6c61593aaa6278_1590131929,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
52ee76e2bb81ea0dbac6ca22788b18f8_1593618949,2,1888,1715,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
f308903a85b05334d5aefb7a64db68ae_1590235759,2,2278,1986,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
dbfd8b986712741f816183085142acca_1590205644,2,1799,1448,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6ea54f8c4ce148fde6c7f382240c285a_1589974305,2,1826,1504,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a55b9a2537b6bc14c7b2abf3ea8f5874_1593675523,2,1723,1467,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7dcf34f85e2847a36cd0c2c001f21927_1593714047,2,1762,1518,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3338b518795ffce6798940af43e34164_1593699019,7,4588,1800,7,1,7,1,1342.0,1072.0,270.0,46.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,80,32,80,32,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,4044,4044,501,501,0,0,-1
448a252a0a3bd6ab924e850c64269cc8_1589971715,2,1798,1483,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1dff981f8e9cb64f04db692b7d27dfff_1593684818,2,1604,1376,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
87175bb7d75250ba92c7895e6fe28e88_1593649926,2,2734,1909,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
c190892d5bf4e36945b3ac61996b8961_1590167144,2,1612,1348,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5df2c8f2bd7b0bcc0a97c12a4ff975ca_1593708017,2,6560,5700,2,1,2,1,90.0,46.0,139.0,95.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
808e5a96dde43efc91267e6225e88cea_1590128881,2,792,609,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
f5b2a1c8151b45c0397fa2bb7daeb326_1593641086,2,1800,1496,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
beaf59cbb917a161b7422d63ce95a7af_1590162611,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e75a0310dc3daa37a3eee79262f0bc22_1590219749,2,1385,1037,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
bead7bb9db9673d67391f16787644f13_1593708376,2,3105,2226,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
961a350244136cd178608e419c4e176b_1590166962,2,1180,733,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5aa99779dbf69b60c3acff5e78b67a1b_1593584922,2,1413,1014,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e1e1572f11906e8aa17d7bd8f8c1c7f8_1590212426,2,2051,1702,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ff08292f600838cc9755a3525741f911_1590249467,2,1592,1140,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e447f61a7fcaea3411e5240bbaf374ac_1590215642,2,2327,1966,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
b033713847f0dbec6ff454a1cb5cd06e_1593694226,2,1328,1010,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0f344ad3bdd3512c578fe260b456f926_1593641761,2,1360,1034,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5d6a3eb603c1a9084f5be3a5bc5ba47e_1589948075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
28d8764ffa84516e6eb9ba39362b6fd7_1589930473,6,5361,1561,6,1,6,1,270.0,46.0,270.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,48,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8da2d0ef356646c04b8a25a66e2278fd_1590151092,2,1674,1384,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e8cefe7d0d5f20b399706c0e8cc51164_1590222086,2,1374,1064,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
eea7a0607c145df9a9c2c080b76502d0_1590230448,2,2220,2024,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4288d44ab27d8de3f2981218dca28aa9_1589969207,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
34f0ca7d6995764f923155d87c75a1ff_1589951034,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7868014feac4cde7662f58f8b74fd20d_1589987618,2,2473,2067,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
fcbf9dd10ce93dbd99372348245521e8_1593517447,2,1712,1460,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
fb6a3a6faba2a6646eb3b353cf688f91_1593621392,2,1876,1656,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7ee8a44461867752cc574700522429e7_1590125917,12,9647,1752,12,1,12,1,540.0,46.0,540.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,96,8,96,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
b3581909217c8c6483d282a1cd023928_1590148728,2,1876,1620,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3c37e4554ac0baa2bdf87e7e9b70f918_1593534626,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8cb35d864478efc88494c336431e61ed_1593631112,2,3152,2244,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9e03a341b35342e3a805076d86048575_1593579865,2,1815,1531,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
f37b5a70ef5f75f0bd951ed9edac4166_1590236138,12,22824,12427,12,1,12,1,540.0,46.0,540.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,96,8,96,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
f747994dd70c95c81d02a8bd762c7b90_1593620910,2,1712,1414,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
fa4ae1c6d5dfac4f6225a42c7779dda6_1590243404,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ec4c2f592d6a746cb7c466786fc3bcbb_1590226820,2,1536,1384,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a41adbacd99fbf31ad84c96e67b60133_1590130091,2,2232,1919,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0a3f82bc3f43265baa0f5536f79c4113_1593631230,2,1271,988,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a17f3670fac41f64609f3fc99ea9498e_1593610053,2,1301,1002,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
05090bbf8550ecac2f846527456ba3de_1589910117,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0dffa7b302e37e4ac1460b3f8d40193b_1593569980,2,1506,1327,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
044b1fa6ce2478595324a593ed0ead6c_1589909218,2,5579,4830,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
e667de7b6196979aa3c1d6580e739a02_1590218789,2,1709,1498,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
37fdf102ae98b0543b3e8994065249ef_1593653411,2,1309,996,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8e74dfadf60d55d1b7c09c051389e658_1593616814,2,1312,1003,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
087a8b987bfcb13e7e995bdeb4b90726_1589914710,3,8814,5484,3,1,3,1,634.0,544.0,90.0,46.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,48,32,48,32,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,4060,4060,501,501,0,0,-1
2983501f245ecd8c9dd75d9c5d5fbc7d_1589937679,2,17223,9594,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
c51ca59ffdcf133f3b95328c3429bb24_1593506789,2,844,632,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
016755c0fcba2f1648f3d5d0b80000ad_1589904993,2,1786,1521,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
02b8b49bc1c90ecde7d3dcef64525d9d_1593546452,2,1837,1628,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
db0021f64c4f349905384a5e5496ada8_1593622783,2,2678,1717,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
91f4d7c4ae3ed27ce6ebd360cf5e1404_1593613084,4,2893,1669,4,1,4,1,180.0,46.0,180.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,32,8,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
b9be050c00f6172996c4bd8e2bc06df1_1590156357,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8aca1e3edb40d2c0e4482b8ff21054be_1590145275,2,1719,1404,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5133c8d9bb2bc69639ff02ffb05195ed_1589989919,2,7306,5774,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
68e768f2963d1bcadb1d0316535086d7_1593578137,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8b9dbbb9e9e0ff20cc33586c64ac6a5c_1593563001,2,2330,2036,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a3a3dbccad4fa717fc598f3ec08f17e0_1593663434,2,2192,1924,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
d957d16c4e81595689d55576fd5fd3e1_1590200888,2,1712,1430,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0d6275a427521a0497b483df6d63f02f_1589921493,2,9892,9275,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
a204623e3ad21890b3b0d34b88a6be8c_1593678644,2,2295,1980,2,1,2,1,90.0,46.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
