name,num_total_running_mean,num_total_running_std,num_total_running_max,num_total_running_min,num_total_sleeping_mean,num_total_sleeping_std,num_total_sleeping_max,num_total_sleeping_min,num_total_zombie_mean,num_total_zombie_std,num_total_zombie_max,num_total_zombie_min,num_total_stopped_mean,num_total_stopped_std,num_total_stopped_max,num_total_stopped_min,cpu_%_us_mean,cpu_%_us_std,cpu_%_us_max,cpu_%_us_min,cpu_%_sy_mean,cpu_%_sy_std,cpu_%_sy_max,cpu_%_sy_min,cpu_%_ni_mean,cpu_%_ni_std,cpu_%_ni_max,cpu_%_ni_min,cpu_%_id_mean,cpu_%_id_std,cpu_%_id_max,cpu_%_id_min,cpu_%_wa_mean,cpu_%_wa_std,cpu_%_wa_max,cpu_%_wa_min,cpu_%_hi_mean,cpu_%_hi_std,cpu_%_hi_max,cpu_%_hi_min,cpu_%_si_mean,cpu_%_si_std,cpu_%_si_max,cpu_%_si_min,cpu_%_st_mean,cpu_%_st_std,cpu_%_st_max,cpu_%_st_min,mem_total_mean,mem_total_std,mem_total_max,mem_total_min,mem_used_mean,mem_used_std,mem_used_max,mem_used_min,mem_free_mean,mem_free_std,mem_free_max,mem_free_min,mem_buffers_mean,mem_buffers_std,mem_buffers_max,mem_buffers_min,swap_total_mean,swap_total_std,swap_total_max,swap_total_min,swap_used_mean,swap_used_std,swap_used_max,swap_used_min,swap_free_mean,swap_free_std,swap_free_max,swap_free_min,swap_cache_mean,swap_cache_std,swap_cache_max,swap_cache_min,label
ca90ad8fefe28c724c2736984d6e95ec_1590180585,2.5,1.5,4.0,1.0,56.5,0.5,57.0,56.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.65,0.14999999999999858,59.8,59.5,38.05,0.15000000000000213,38.2,37.9,0.0,0.0,0.0,0.0,1.05,0.050000000000000044,1.1,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,55804.0,1720.0,57524.0,54084.0,66048.0,1720.0,67768.0,64328.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34538.0,54.0,34592.0,34484.0,1
017662f941ebe50c7e0d3fd9a826144a_1589905104,2.5,1.5,4.0,1.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,0.09999999999999788,59.3,59.1,38.4,0.10000000000000142,38.5,38.3,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,52850.0,370.0,53220.0,52480.0,69002.0,370.0,69372.0,68632.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35462.0,46.0,35508.0,35416.0,1
9a983419ddc7ab33507b41e3685f33bf_1590173095,3.0,2.160246899469287,6.0,1.0,56.666666666666664,0.9428090415820634,58.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06666666666666,0.20548046676563278,59.3,58.8,38.76666666666667,0.16996731711975865,39.0,38.6,0.0,0.0,0.0,0.0,0.9333333333333332,0.04714045207910316,1.0,0.9,0.10000000000000002,1.3877787807814457e-17,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,53802.666666666664,1748.0696655326858,56264.0,52372.0,68049.33333333333,1748.0696655326856,69480.0,65588.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35484.0,51.01633725255731,35524.0,35412.0,1
888ccce705a9450caef48e6cf7901781_1590141182,3.0,2.0,5.0,1.0,50.0,0.0,50.0,50.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.2,0.09999999999999788,59.3,59.1,35.650000000000006,0.05000000000000071,35.7,35.6,0.0,0.0,0.0,0.0,3.95,0.050000000000000044,4.0,3.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67544.0,1868.0,69412.0,65676.0,58244.0,1868.0,60112.0,56376.0,7636.0,0.0,7636.0,7636.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30170.0,54.0,30224.0,30116.0,1
740cea9b9bdbb761c49270e72f4b77db_1589981287,2.533333333333333,1.203698005684519,5.0,1.0,52.93333333333333,1.236482466066094,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96000000000001,0.5462600113499071,60.7,59.0,35.099999999999994,0.4066120181860501,35.8,34.5,0.0,0.0,0.0,0.0,3.8200000000000003,0.12220201853215568,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0466666666666666,0.049888765156985926,1.1,1.0,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,64050.13333333333,1108.2871990398319,66016.0,62268.0,61737.86666666667,1108.2871990398319,63520.0,59772.0,7639.2,4.888080741286228,7644.0,7628.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30118.933333333334,38.10068532483664,30220.0,30104.0,1
ade13c6d0182c53febc9b8486296e483_1590143440,3.0,2.0,5.0,1.0,51.5,1.5,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.4,0.10000000000000142,59.5,59.3,35.4,0.10000000000000142,35.5,35.3,0.0,0.0,0.0,0.0,4.1,0.0,4.1,4.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,73034.0,1890.0,74924.0,71144.0,52754.0,1890.0,54644.0,50864.0,7604.0,0.0,7604.0,7604.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,24964.0,56.0,25020.0,24908.0,1
e4c17224fd574e62ad0e8ae2a8306a26_1590216459,3.5,0.5,4.0,3.0,56.0,1.0,57.0,55.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.75,0.14999999999999858,59.9,59.6,37.9,0.10000000000000142,38.0,37.8,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,53270.0,394.0,53664.0,52876.0,68546.0,394.0,68940.0,68152.0,7956.0,0.0,7956.0,7956.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34692.0,60.0,34752.0,34632.0,1
c5ce05ebee11ea7c06dc3e4bdd853931_1590172542,2.0,1.0,3.0,1.0,50.5,0.5,51.0,50.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.05,0.05000000000000071,59.1,59.0,35.95,0.05000000000000071,36.0,35.9,0.0,0.0,0.0,0.0,3.95,0.050000000000000044,4.0,3.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,66656.0,1836.0,68492.0,64820.0,59132.0,1836.0,60968.0,57296.0,7632.0,4.0,7636.0,7628.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,31114.0,58.0,31172.0,31056.0,1
bf07a7a21d7ffa99bb8ab4035db5cdf6_1590162833,2.0,1.0,3.0,1.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.09999999999999788,59.8,59.6,38.0,0.10000000000000142,38.1,37.9,0.0,0.0,0.0,0.0,1.05,0.050000000000000044,1.1,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.15,0.04999999999999993,1.2,1.1,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,55678.0,1702.0,57380.0,53976.0,66174.0,1702.0,67876.0,64472.0,7700.0,4.0,7704.0,7696.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34756.0,68.0,34824.0,34688.0,1
a553e97d88f7b7934276856f1a528716_1590132757,2.5,0.5,3.0,2.0,56.0,1.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.09999999999999788,59.8,59.6,37.85,0.14999999999999858,38.0,37.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,55376.0,1744.0,57120.0,53632.0,66440.0,1744.0,68184.0,64696.0,7952.0,4.0,7956.0,7948.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34686.0,62.0,34748.0,34624.0,1
91d9701615b7b179a1b7eb666a490374_1590158787,4.0,1.0,5.0,3.0,50.5,1.5,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.150000000000006,0.05000000000000071,58.2,58.1,36.8,0.0,36.8,36.8,0.0,0.0,0.0,0.0,4.05,0.04999999999999982,4.1,4.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67116.0,1980.0,69096.0,65136.0,58672.0,1980.0,60652.0,56692.0,7632.0,4.0,7636.0,7628.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30438.0,58.0,30496.0,30380.0,1
318c43200fc8c71c24ca592e2eda9c9c_1589946963,2.5,0.5,3.0,2.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,0.10000000000000142,60.0,59.8,37.8,0.09999999999999788,37.9,37.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,53338.0,370.0,53708.0,52968.0,68478.0,370.0,68848.0,68108.0,7908.0,0.0,7908.0,7908.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34708.0,60.0,34768.0,34648.0,1
0056d6b61f45430102109b1e241dbdc8_1589902117,3.0,2.0,5.0,1.0,57.0,1.0,58.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.85,0.14999999999999858,60.0,59.7,37.85,0.14999999999999858,38.0,37.7,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,55098.0,1858.0,56956.0,53240.0,66718.0,1858.0,68576.0,64860.0,7904.0,4.0,7908.0,7900.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34866.0,70.0,34936.0,34796.0,1
456c81820c4bbbd795d238c28a7b5709_1589974130,2.0,1.0,3.0,1.0,51.5,1.5,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.09999999999999788,58.9,58.7,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,4.05,0.04999999999999982,4.1,4.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67440.0,1876.0,69316.0,65564.0,58348.0,1876.0,60224.0,56472.0,7632.0,4.0,7636.0,7628.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30316.0,56.0,30372.0,30260.0,1
9484c862cb0e7915fd2a1c0e36d7a917_1590163775,3.0,2.0,5.0,1.0,57.5,1.5,59.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.75,0.04999999999999716,52.8,52.7,42.75,0.04999999999999716,42.8,42.7,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.95,0.050000000000000044,2.0,1.9,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,121772.0,0.0,121772.0,121772.0,54576.0,1876.0,56452.0,52700.0,67196.0,1876.0,69072.0,65320.0,7032.0,0.0,7032.0,7032.0,1045500.0,0.0,1045500.0,1045500.0,1045500.0,0.0,1045500.0,1045500.0,0.0,0.0,0.0,0.0,29706.0,62.0,29768.0,29644.0,1
a4d8e93df4f3b9aeff6c61593aaa6278_1590131929,2.5,1.5,4.0,1.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.09999999999999788,58.9,58.7,36.349999999999994,0.05000000000000071,36.4,36.3,0.0,0.0,0.0,0.0,3.8499999999999996,0.050000000000000044,3.9,3.8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67668.0,1824.0,69492.0,65844.0,58120.0,1824.0,59944.0,56296.0,7636.0,0.0,7636.0,7636.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30178.0,46.0,30224.0,30132.0,1
f308903a85b05334d5aefb7a64db68ae_1590235759,2.5,1.5,4.0,1.0,50.5,0.5,51.0,50.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,58.75,0.04999999999999716,58.8,58.7,36.849999999999994,0.05000000000000071,36.9,36.8,0.0,0.0,0.0,0.0,3.45,0.050000000000000044,3.5,3.4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67364.0,1868.0,69232.0,65496.0,58424.0,1868.0,60292.0,56556.0,7636.0,0.0,7636.0,7636.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30340.0,56.0,30396.0,30284.0,1
dbfd8b986712741f816183085142acca_1590205644,3.0,2.0,5.0,1.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.85,0.14999999999999858,60.0,59.7,37.85,0.14999999999999858,38.0,37.7,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,53438.0,338.0,53776.0,53100.0,68414.0,338.0,68752.0,68076.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34776.0,52.0,34828.0,34724.0,1
6ea54f8c4ce148fde6c7f382240c285a_1589974305,2.0,1.0,3.0,1.0,57.0,1.0,58.0,56.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.95,0.15000000000000213,60.1,59.8,37.75,0.14999999999999858,37.9,37.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,55302.0,1766.0,57068.0,53536.0,66514.0,1766.0,68280.0,64748.0,7952.0,4.0,7956.0,7948.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34698.0,62.0,34760.0,34636.0,1
448a252a0a3bd6ab924e850c64269cc8_1589971715,3.0,1.0,4.0,2.0,56.5,0.5,57.0,56.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.45,0.15000000000000213,59.6,59.3,38.05,0.15000000000000213,38.2,37.9,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.15000000000000002,0.05,0.2,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,53102.0,422.0,53524.0,52680.0,68750.0,422.0,69172.0,68328.0,7702.0,2.0,7704.0,7700.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35120.0,56.0,35176.0,35064.0,1
c190892d5bf4e36945b3ac61996b8961_1590167144,2.5,0.5,3.0,2.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.65,0.14999999999999858,59.8,59.5,38.05,0.15000000000000213,38.2,37.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,52822.0,398.0,53220.0,52424.0,69030.0,398.0,69428.0,68632.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35470.0,38.0,35508.0,35432.0,1
808e5a96dde43efc91267e6225e88cea_1590128881,3.0,1.0,4.0,2.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,0.1999999999999993,59.4,59.0,38.55,0.15000000000000213,38.7,38.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,52828.0,384.0,53212.0,52444.0,69024.0,384.0,69408.0,68640.0,7700.0,0.0,7700.0,7700.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35444.0,52.0,35496.0,35392.0,1
beaf59cbb917a161b7422d63ce95a7af_1590162611,2.5,1.5,4.0,1.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.09999999999999788,58.9,58.7,36.0,0.10000000000000142,36.1,35.9,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67140.0,1820.0,68960.0,65320.0,58648.0,1820.0,60468.0,56828.0,7630.0,2.0,7632.0,7628.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30698.0,58.0,30756.0,30640.0,1
e75a0310dc3daa37a3eee79262f0bc22_1590219749,3.5,1.5,5.0,2.0,57.0,1.0,58.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.95,0.15000000000000213,60.1,59.8,37.75,0.14999999999999858,37.9,37.6,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,53072.0,156.0,53228.0,52916.0,68744.0,156.0,68900.0,68588.0,7956.0,0.0,7956.0,7956.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34680.0,56.0,34736.0,34624.0,1
961a350244136cd178608e419c4e176b_1590166962,2.0,1.0,3.0,1.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.09999999999999788,58.9,58.7,38.7,0.09999999999999788,38.8,38.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,55362.0,1814.0,57176.0,53548.0,66454.0,1814.0,68268.0,64640.0,7952.0,0.0,7952.0,7952.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34728.0,28.0,34756.0,34700.0,1
e1e1572f11906e8aa17d7bd8f8c1c7f8_1590212426,3.5,2.5,6.0,1.0,56.5,0.5,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.1999999999999993,59.9,59.5,37.95,0.15000000000000213,38.1,37.8,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121816.0,0.0,121816.0,121816.0,55126.0,1886.0,57012.0,53240.0,66690.0,1886.0,68576.0,64804.0,7948.0,0.0,7948.0,7948.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34706.0,62.0,34768.0,34644.0,1
ff08292f600838cc9755a3525741f911_1590249467,2.5,1.5,4.0,1.0,51.0,1.0,52.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.10000000000000142,59.1,58.9,36.7,0.09999999999999788,36.8,36.6,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,66482.0,1966.0,68448.0,64516.0,59306.0,1966.0,61272.0,57340.0,7644.0,0.0,7644.0,7644.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,31114.0,58.0,31172.0,31056.0,1
e447f61a7fcaea3411e5240bbaf374ac_1590215642,2.0,0.816496580927726,3.0,1.0,56.333333333333336,0.4714045207910317,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.76666666666667,0.2054804667656324,60.0,59.5,37.93333333333333,0.20548046676563278,38.2,37.7,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.20000000000000004,2.7755575615628914e-17,0.2,0.2,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,54714.666666666664,1700.491954961531,57072.0,53124.0,67137.33333333333,1700.491954961531,68728.0,64780.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34833.333333333336,52.08539995899896,34876.0,34760.0,1
5d6a3eb603c1a9084f5be3a5bc5ba47e_1589948075,3.0,2.0,5.0,1.0,50.0,0.0,50.0,50.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,58.7,0.09999999999999788,58.8,58.6,36.349999999999994,0.05000000000000071,36.4,36.3,0.0,0.0,0.0,0.0,3.9,0.0,3.9,3.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67686.0,1854.0,69540.0,65832.0,58102.0,1854.0,59956.0,56248.0,7588.0,0.0,7588.0,7588.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30134.0,54.0,30188.0,30080.0,1
28d8764ffa84516e6eb9ba39362b6fd7_1589930473,2.2142857142857144,1.2058530725810093,5.0,1.0,59.42857142857143,1.1157499537009505,60.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.01428571428571,0.7079720967636499,62.2,59.9,36.978571428571435,0.6337851950538034,38.0,35.9,0.0,0.0,0.0,0.0,0.9357142857142858,0.04791574237499548,1.0,0.9,0.10000000000000002,1.3877787807814457e-17,0.1,0.1,0.0,0.0,0.0,0.0,1.0357142857142858,0.04791574237499554,1.1,1.0,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,51451.42857142857,1002.0605709013314,53136.0,49644.0,70400.57142857143,1002.0605709013314,72208.0,68716.0,7712.0,0.0,7712.0,7712.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,35087.42857142857,26.78409518916106,35184.0,35080.0,1
8da2d0ef356646c04b8a25a66e2278fd_1590151092,2.5,1.5,4.0,1.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25,0.14999999999999858,59.4,59.1,38.45,0.15000000000000213,38.6,38.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,53570.0,338.0,53908.0,53232.0,68282.0,338.0,68620.0,67944.0,7700.0,4.0,7704.0,7696.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34802.0,66.0,34868.0,34736.0,1
e8cefe7d0d5f20b399706c0e8cc51164_1590222086,3.0,2.0,5.0,1.0,50.0,0.0,50.0,50.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59.2,0.09999999999999788,59.3,59.1,36.3,0.0,36.3,36.3,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,125788.0,0.0,125788.0,125788.0,67406.0,1882.0,69288.0,65524.0,58382.0,1882.0,60264.0,56500.0,7636.0,0.0,7636.0,7636.0,496636.0,0.0,496636.0,496636.0,496636.0,0.0,496636.0,496636.0,0.0,0.0,0.0,0.0,30340.0,56.0,30396.0,30284.0,1
eea7a0607c145df9a9c2c080b76502d0_1590230448,2.5,1.5,4.0,1.0,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.05,0.15000000000000213,60.2,59.9,37.75,0.14999999999999858,37.9,37.6,0.0,0.0,0.0,0.0,0.8500000000000001,0.04999999999999999,0.9,0.8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,121852.0,0.0,121852.0,121852.0,55748.0,1716.0,57464.0,54032.0,66104.0,1716.0,67820.0,64388.0,7704.0,0.0,7704.0,7704.0,492540.0,0.0,492540.0,492540.0,492540.0,0.0,492540.0,492540.0,0.0,0.0,0.0,0.0,34756.0,56.0,34812.0,34700.0,1
